keyword,2000_2004,2005_2009,2010_2014,2015_2019,2020_2024,mean_rank_slope
abandoned house,1530,1662,1576,522,1293,161.40000000000015
power outage,1530,629,966,786,645,161.30000000000027
trapped,1530,1662,329,530,1293,160.6000000000001
knife fight,1530,1662,1576,1391,863,160.50000000000003
based on visual novel,1530,1662,1576,532,1293,160.40000000000026
rogue agent,1530,1662,1576,1391,866,159.90000000000006
mute,1530,1662,438,1391,867,159.7000000000001
documentary,1530,1662,1576,539,1293,159.7000000000001
cinema,1530,1662,1576,1391,870,159.10000000000028
shrinking,1530,1662,1576,548,1293,158.80000000000007
miniaturization,1530,1662,1576,552,1293,158.4000000000002
satirical,1100,821,877,156,641,158.3000000000002
satanic panic,1530,1662,1576,1391,874,158.3000000000001
ant,1530,1662,1576,553,1293,158.3
formiga,1530,1662,1576,553,1293,158.3
female assassin,1530,1662,1576,1391,877,157.70000000000013
empathy,1530,1662,1576,1391,879,157.30000000000024
dual role,1530,1662,1576,1391,880,157.10000000000022
telekinesis,1530,1662,774,568,1293,156.80000000000018
summer,1114,453,1400,223,445,156.80000000000015
underwater,575,1470,1576,371,341,156.70000000000013
soviet politics,1530,1662,1576,572,1293,156.40000000000018
godzilla,1018,1662,1576,644,745,156.40000000000003
driver,1530,1662,1429,573,1293,156.30000000000027
male friendship,605,1220,295,285,291,156.30000000000007
assault rifle,1530,1662,921,574,1293,156.20000000000016
grim reaper,1530,1662,1576,575,1293,156.10000000000034
creature feature,1530,1662,1576,1298,932,156.00000000000026
mastiff,1530,1662,1576,1391,886,155.90000000000035
manipulation,819,1166,898,465,390,155.9000000000002
sexual awakening,1530,1662,1147,1391,887,155.70000000000024
cosmic,1530,1662,1576,581,1293,155.50000000000006
mourning,1530,272,260,179,801,155.1000000000001
deep sea,1530,1662,1576,1391,892,154.7000000000003
female writer,1530,1662,1576,590,1293,154.60000000000028
anxiety,1530,1662,1576,1391,896,153.90000000000018
based on memoir or autobiography,1472,1211,1335,30,1293,153.9000000000001
las vegas,1353,515,1280,929,377,153.80000000000015
tour,1530,1662,1576,1391,897,153.7000000000002
ex soldier,1530,871,761,1391,502,153.6
overpopulation,1530,1662,1576,603,1293,153.30000000000007
secrecy,1530,1662,1576,606,1293,153.00000000000009
troubled past,1530,1662,1576,1391,901,152.90000000000003
casual,1530,1662,1422,608,1293,152.80000000000038
cgi-live action hybrid,734,1131,363,393,339,152.80000000000015
1910s,1041,1600,1576,838,658,152.80000000000013
trial,950,1083,617,564,446,152.7000000000002
survival horror,619,714,182,295,66,152.50000000000009
candid,593,864,253,193,167,152.3
bloody,1530,1662,1576,1391,904,152.29999999999998
blizzard,1530,1662,1576,614,1293,152.20000000000013
stereotype,1530,1662,1576,615,1293,152.10000000000022
folklore,1530,1662,1576,1391,905,152.10000000000016
racial prejudice,1530,1662,1410,616,1293,152.00000000000026
father son conflict,1530,652,711,1352,420,152.00000000000026
lovecraftian,1530,1662,1154,1391,906,151.90000000000006
jump scare,1530,1662,1576,620,1293,151.6000000000003
paranormal investigation,1530,1662,1576,622,1293,151.40000000000006
dignified,1530,384,1576,391,770,151.30000000000015
hand drawn animation,1530,1662,1576,1391,909,151.30000000000013
giant,1530,1662,1576,624,1293,151.20000000000005
kgb,1530,1662,1576,626,1293,151.00000000000028
arthurian mythology,1530,1662,1576,628,1293,150.80000000000013
female spy,1530,1662,1576,630,1293,150.60000000000028
arizona,1530,1662,1415,986,1115,150.6000000000002
giant animal,1530,1662,1576,632,1293,150.40000000000026
secret mission,1530,1662,1576,1391,914,150.30000000000024
interracial romance,1530,1662,1576,1391,915,150.10000000000022
great white shark,1530,1662,1576,638,1293,149.80000000000035
idaho,1530,1662,1576,1391,917,149.70000000000027
sardonic,1530,474,1576,1061,488,149.70000000000022
disapproving,1530,1662,1576,640,1293,149.60000000000025
mole,1530,1662,809,642,1293,149.40000000000026
weather manipulation,1530,1662,1576,647,1293,148.90000000000018
shrine,1530,1662,1576,648,1293,148.79999999999998
true crime,1530,1662,1576,1391,922,148.70000000000013
military officer,1530,1662,1576,651,1293,148.50000000000026
courtroom drama,1530,1148,624,1391,666,148.50000000000017
crime investigation,1530,1662,1576,1391,924,148.3000000000002
oklahoma,1530,1662,1576,1391,925,148.10000000000036
aircraft,1530,1662,1576,658,1293,147.8000000000003
space adventure,1530,1662,942,1391,929,147.3000000000002
catholic school,1530,1662,1576,669,1293,146.7000000000001
family vacation,1530,1075,1204,907,882,146.4000000000002
music tour,1530,1662,1576,672,1293,146.40000000000015
war veteran,957,1662,1576,427,843,146.30000000000013
demon,564,494,579,109,28,145.70000000000007
abusive relationship,1530,1662,1576,1391,938,145.5000000000001
sorcerer,1530,1662,274,682,1293,145.4000000000001
nasa,1530,1662,1259,685,1293,145.10000000000016
vandalism,1530,1662,1576,686,1293,145.0000000000002
giant ape,1530,1662,1576,1391,941,144.90000000000026
king kong,1530,1662,1576,1391,941,144.90000000000026
space station,1530,1662,381,772,1251,144.8000000000001
questioning,1530,1181,1576,841,976,144.8000000000001
police detective,1530,295,521,1391,259,144.60000000000014
covid-19,1530,1662,1576,1391,945,144.1000000000001
implant,1530,1662,1576,696,1293,144.00000000000017
oregon,1530,1662,1576,1391,946,143.90000000000018
death of brother,1530,1662,1576,697,1293,143.90000000000006
iran,1530,1662,755,698,1293,143.80000000000004
freedom of speech,1530,1662,1576,700,1293,143.60000000000016
sword duel,1530,1662,1576,1391,948,143.5000000000003
legal drama,1530,1662,1576,701,1293,143.50000000000023
plague,1530,700,802,1391,467,143.5000000000001
trainer,1530,1662,1576,702,1293,143.40000000000023
box ring,1530,1662,1576,704,1293,143.2000000000001
motorsport,1530,1662,1576,706,1293,143.00000000000028
based on graphic novel,1530,305,146,1141,397,143.00000000000014
crime boss,1530,1662,602,1209,1042,142.90000000000015
fear of death,1530,1662,1576,1391,953,142.50000000000017
sculptor,1530,1662,1576,712,1293,142.4000000000001
alien friendship,1530,1662,1576,713,1293,142.30000000000004
co-workers relationship,1530,1662,600,717,1293,141.90000000000015
french police,1530,1662,1576,719,1293,141.70000000000033
creepy doll,1530,1662,1576,1391,957,141.70000000000005
wrestling,1530,1662,1576,720,1293,141.60000000000028
lesbian sex,1530,1662,1576,723,1293,141.30000000000024
vulnerability,1530,1662,1576,1391,959,141.3000000000001
hallucination,563,1293,529,710,148,141.30000000000007
abandonment,1530,1662,1576,1391,960,141.1
hopeless,1530,1385,1576,1391,822,141.0000000000002
dead mother,1530,1662,1576,726,1293,141.0000000000002
oil industry,1530,1662,1576,1391,961,140.9000000000001
ape,1530,1662,392,728,1293,140.8000000000001
private investigator,1530,1662,123,729,1293,140.70000000000022
bunker,1037,1662,1576,1079,625,140.7000000000002
celebratory,679,438,77,187,101,140.70000000000007
interracial marriage,1530,1662,1576,1391,963,140.50000000000028
cure,1530,1662,1576,731,1293,140.50000000000026
age-gap relationship,1530,1662,1576,1391,964,140.30000000000018
bratva (russian mafia),1530,1662,1576,736,1293,140.00000000000014
baba yaga,1530,1662,1576,737,1293,139.90000000000023
writer's block,1530,1662,1576,1391,966,139.9000000000001
black humor,1530,1662,1576,738,1293,139.80000000000018
orphan,863,284,653,136,238,139.80000000000007
laboratory,1530,1662,1576,741,1293,139.50000000000028
global threat,1530,1662,1576,1172,1078,139.40000000000026
absurdism,1530,1662,1576,1391,969,139.30000000000013
animal kingdom,1530,1662,1576,743,1293,139.30000000000013
inspiring,1530,1662,1576,1391,970,139.10000000000016
scientific experiment,1530,1662,1576,747,1293,138.89999999999998
rags to riches,1386,1662,1576,461,1293,138.70000000000013
teamwork,1530,1662,1576,1391,972,138.7
richard nixon,1530,1662,1576,752,1293,138.40000000000026
alternate dimension,1085,1662,1576,1391,529,138.3000000000002
concert film,1530,1662,1564,1391,974,138.30000000000015
spousal abuse,1530,1662,1576,1391,975,138.10000000000014
singer-songwriter,1530,1662,1576,1391,978,137.5
climbing,1392,1662,1576,486,1293,137.4000000000002
secret organization,1530,1068,1178,169,1293,137.3000000000002
pub,1530,1662,1576,1391,980,137.10000000000025
shark attack,1530,1532,1576,638,1293,136.80000000000038
colony,1530,1662,1576,769,1293,136.7000000000001
snowstorm,1530,1662,1576,771,1293,136.49999999999997
terrorist attack,1530,1662,1576,777,1293,135.90000000000018
aunt niece relationship,1530,1662,1576,1391,987,135.70000000000024
thoughtful,1184,1149,240,252,955,135.50000000000009
comedy,1530,907,1576,1391,611,135.40000000000026
flute,1530,1662,1576,1391,989,135.30000000000024
christian film,1017,1645,1483,662,832,135.30000000000024
boat,1530,1662,584,854,1259,135.0000000000002
unfaithful wife,1530,1662,622,1391,992,134.70000000000016
medium,1530,1662,1576,1391,993,134.50000000000017
gifted children,1530,1662,1576,791,1293,134.50000000000009
holiday season,1530,1662,1576,793,1293,134.3000000000001
jesus christ,1530,1662,1576,794,1293,134.20000000000007
1st century,1530,1662,1576,794,1293,134.20000000000007
new orleans,1090,1058,838,900,500,133.8000000000001
music teacher,1530,1662,1576,1391,997,133.70000000000013
female protagonist,616,502,49,363,17,133.70000000000005
mount everest,1530,1662,1576,802,1293,133.40000000000023
summer vacation,1530,1662,783,803,1293,133.30000000000015
british army,1530,1662,1576,804,1293,133.2000000000001
sultan,1530,1662,1576,805,1293,133.10000000000022
rural,1530,1662,1576,806,1293,133.00000000000028
teen witch,1530,1662,1576,1391,1001,132.89999999999998
valencia,1530,1662,1576,808,1293,132.80000000000007
mental illness,159,1614,276,202,201,132.80000000000004
mythology,1530,1109,1196,546,1148,132.70000000000016
looting,1530,1662,1576,1391,1003,132.49999999999994
terrorist plot,1530,1662,1560,813,1293,132.3000000000002
estranged mother,1530,1662,1576,1391,1004,132.30000000000013
lego,1530,1662,1138,817,1293,131.9000000000002
wealthy family,1530,1662,1576,818,1293,131.80000000000007
sex shop,1530,1662,1576,820,1293,131.60000000000028
pandemic,1530,1662,1534,821,1293,131.5000000000001
shocking,546,1008,656,165,310,131.5
fear,401,1341,1371,215,307,131.40000000000003
treason,1530,1662,1576,1391,1009,131.30000000000013
tutor,1530,1662,1576,824,1293,131.20000000000002
police investigation,1530,1662,552,1391,1010,131.10000000000016
training,1343,534,223,690,610,131.00000000000006
moon,1530,1122,1210,680,1096,131.00000000000003
pacifism,1530,1662,1576,831,1293,130.5000000000002
mature,1530,1662,1576,1391,1013,130.5
death of daughter,1530,1662,1576,832,1293,130.4000000000001
jewish family,1530,1662,1576,1391,1014,130.30000000000015
familiar,1152,372,71,260,557,130.20000000000013
alien language,1530,1662,1576,834,1293,130.2000000000001
bhutan,1530,1662,1576,1391,1015,130.10000000000025
flood,1530,1475,1451,649,1293,130.00000000000009
stranger,1530,1662,1576,839,1293,129.7000000000003
self-destruction,1530,1662,1576,843,1293,129.30000000000013
avalanche,1530,1662,1576,844,1293,129.20000000000013
workplace,1530,1662,1576,1391,1021,128.90000000000032
priest,615,851,1107,278,257,128.90000000000012
psychological disorders,1530,1662,1576,848,1293,128.8000000000001
1940s,795,72,654,206,85,128.60000000000005
greece,1071,1223,1576,406,837,128.50000000000014
tragic,948,42,124,455,99,128.50000000000009
feminism,1530,1662,1470,852,1293,128.40000000000006
neo-western,1530,912,1576,933,878,128.3000000000002
hell,1530,1384,1450,575,1293,128.29999999999998
amusement park,1296,1662,1576,386,1293,128.20000000000022
talking dog,1530,1662,1576,1391,1027,127.70000000000007
sheep,1530,1662,1576,860,1293,127.60000000000024
chimpanzee,1530,1662,392,1391,1028,127.50000000000021
fighter pilot,1530,1662,1576,1391,1029,127.30000000000013
cold case,1530,1662,335,866,1293,127.00000000000026
dark comedy,349,872,161,204,48,127.00000000000004
loss of sense of reality,1530,1662,1576,1391,1032,126.70000000000012
albino,1530,1662,1576,873,1293,126.30000000000003
hybrid,1530,1662,631,875,1293,126.10000000000024
ritual,1342,1662,1576,499,1293,126.10000000000007
arson,1530,1662,1576,877,1293,125.90000000000023
istanbul,1530,1662,1576,878,1293,125.80000000000011
rock music,1530,1662,1576,1391,1037,125.70000000000006
complicated,791,151,1034,173,152,125.60000000000004
presidential election,1308,1662,1576,437,1293,125.5000000000002
mountain climbing,1233,1662,1576,1391,741,125.50000000000018
bear,1427,1175,306,189,1293,125.40000000000006
stabbing,1530,1302,1330,523,1293,125.30000000000017
political activism,1530,1662,1572,1391,1039,125.30000000000014
new year's eve,1530,479,1145,1391,448,125.20000000000006
character study,296,1662,1576,507,249,124.90000000000005
false accusations,1530,1662,1576,889,1293,124.70000000000037
carnival,1530,1662,1353,894,1293,124.20000000000023
android horror,1530,1662,1576,1391,1045,124.10000000000028
troll,1530,1662,114,1308,1087,124.00000000000021
graveyard,1530,1662,1576,898,1293,123.80000000000008
shinkansen,1530,1662,1576,1391,1048,123.50000000000027
hdd,1530,1662,1576,901,1293,123.50000000000014
beast,1530,1662,970,904,1293,123.20000000000019
europe,1530,828,532,71,1293,123.10000000000018
traumatic childhood,1530,1662,1576,1391,1050,123.10000000000014
period piece,1530,1662,1576,1391,1052,122.7000000000002
pregnant woman,1530,1662,1576,910,1293,122.60000000000021
journalism,1492,642,753,540,930,122.60000000000007
forty something,1530,1662,1576,912,1293,122.40000000000018
20th century,1530,1662,1576,1391,1054,122.30000000000007
hurricane,1530,1662,618,915,1293,122.10000000000015
religious propaganda,1530,1662,1576,1391,1055,122.10000000000008
mask,829,161,365,318,140,122.10000000000008
social satire,1530,1117,1576,1391,783,122.00000000000007
homeless,1530,1662,1576,918,1293,121.80000000000017
rich,1530,1662,1576,920,1293,121.60000000000029
possessed doll,1530,1662,1576,921,1293,121.50000000000017
secret experiment,1530,1662,1576,1391,1059,121.30000000000022
alien attack,1530,1662,1576,923,1293,121.3000000000002
bathtub,1530,1662,1169,924,1293,121.2000000000002
compassionate,651,404,91,36,229,121.20000000000007
based on manga,445,405,150,43,20,121.20000000000003
water,1530,1662,1576,1391,1060,121.10000000000035
arthouse,1530,1662,1576,1391,1061,120.90000000000002
reflective,742,205,145,87,197,120.80000000000008
post war,1530,1662,1576,1391,1062,120.7
evil,416,1073,752,265,217,120.60000000000015
extreme sports,1530,1662,1576,930,1293,120.60000000000014
film in film,1530,1659,1576,927,1293,120.60000000000002
homeless person,1530,1662,1576,931,1293,120.5000000000002
magic world,1530,1662,1576,1391,1065,120.10000000000014
acid,1530,1662,1576,937,1293,119.9000000000002
american dream,1530,288,1576,1391,379,119.9000000000001
animal human friendship,1530,1662,397,1391,1067,119.70000000000012
turkey,1530,1662,1276,1275,1126,119.50000000000007
gaming,1530,1662,1576,944,1293,119.20000000000003
loss of son,1530,1662,1576,1391,1070,119.10000000000016
wish,1193,1662,326,1391,733,119.10000000000008
alien technology,1530,1662,1576,945,1293,119.10000000000002
japanese occupation of korea,1530,1662,1576,947,1293,118.9000000000001
family drama,1530,1604,1576,890,1293,118.80000000000032
horror for children,1530,1662,1576,949,1293,118.70000000000027
ventriloquist's dummy,1530,1662,1576,949,1293,118.70000000000027
pacifist,1530,1662,1576,951,1293,118.50000000000011
young woman,1530,1662,1391,952,1293,118.40000000000008
evil spirit,1530,1662,1425,953,1293,118.30000000000018
alps mountains,1530,1662,1576,954,1293,118.20000000000006
old man,1530,1662,1576,955,1293,118.10000000000012
underage drinking,1530,1662,1576,957,1293,117.90000000000006
family tension,1530,1662,1576,1391,1076,117.90000000000006
trapped in space,1530,1662,1576,960,1293,117.60000000000024
provocative,617,380,413,258,90,117.6000000000001
warrior woman,1530,1662,1576,1391,1079,117.30000000000021
